year,category,nominee,workers,winner,category clean,nominee_clean,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,popularity,genres,production_companies,production_countries,spoken_languages,release_year,title_clean,_merge
2019,Film | EE Rising Star Award in 2019,Barry Keoghan,,False,EE Rising Star Award,barrykeoghan,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | EE Rising Star Award in 2019,Cynthia Erivo,,False,EE Rising Star Award,cynthiaerivo,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | EE Rising Star Award in 2019,Jessie Buckley,,False,EE Rising Star Award,jessiebuckley,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | EE Rising Star Award in 2019,Lakeith Stanfield,,False,EE Rising Star Award,lakeithstanfield,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Editing in 2019,Vice,Hank Corwin,True,Editing,vice,429197.0,Vice,7.051,3086.0,Released,2018-12-25,76073488.0,132.0,False,60000000.0,tt6266538,en,Vice,10.687,"Comedy, Drama","Plan B Entertainment, Gary Sanchez Productions, Annapurna Pictures",United States of America,English,2018.0,vice,both
2019,Film | Editing in 2019,Vice,Hank Corwin,True,Editing,vice,1250973.0,V.I.C.E.,0.0,0.0,Released,1991-02-27,0.0,81.0,True,0.0,,en,V.I.C.E.,0.0,,Arrow Productions,,,1991.0,vice,both
2019,Film | Editing in 2019,Bohemian Rhapsody,John Ottman,False,Editing,bohemianrhapsody,424694.0,Bohemian Rhapsody,7.997,15965.0,Released,2018-10-24,903992901.0,135.0,False,52000000.0,tt1727824,en,Bohemian Rhapsody,37.55,"Music, Drama, History","GK Films, Regency Enterprises, Queen Films, Tribeca Productions, New Regency Pictures, 20th Century Fox","United Kingdom, United States of America",English,2018.0,bohemianrhapsody,both
2019,Film | Editing in 2019,The Favourite,Yorgos Mavropsaridis,False,Editing,thefavourite,375262.0,The Favourite,7.537,4855.0,Released,2018-11-23,95918706.0,119.0,False,15000000.0,tt5083738,en,The Favourite,18.954,"Drama, Comedy, Thriller","Waypoint Entertainment, Element Pictures, Scarlet Films, Film4 Productions","Ireland, United Kingdom, United States of America",English,2018.0,thefavourite,both
2019,Film | Editing in 2019,First Man,Tom Cross,False,Editing,firstman,369972.0,First Man,7.045,4896.0,Released,2018-10-10,105713218.0,141.0,False,70000000.0,tt1213641,en,First Man,25.21,"History, Drama","DreamWorks Pictures, Temple Hill Entertainment, Universal Pictures, Amblin Entertainment, Phantasma Films, Perfect World Pictures",United States of America,English,2018.0,firstman,both
2019,Film | Editing in 2019,Roma,"Alfonso Cuaron, Adam Gough",False,Editing,roma,426426.0,Roma,7.666,3697.0,Released,2018-08-25,1140769.0,135.0,False,15000000.0,tt6155172,es,Roma,10.591,Drama,"Participant, Esperanto Filmoj","United Kingdom, United States of America","English, Spanish",2018.0,roma,both
2019,Film | Editing in 2019,Roma,"Alfonso Cuaron, Adam Gough",False,Editing,roma,1322196.0,RoMa,0.0,0.0,Released,2024-07-15,0.0,0.0,False,0.0,,pt,RoMa,1.4,Drama,,Brazil,Portuguese,2024.0,roma,both
2019,Film | Fellowship in 2019,Thelma Schoonmaker,,True,Fellowship,thelmaschoonmaker,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Film Not in the English Language in 2019,Roma,"Alfonso Cuaron, Gabriela Rodriguez",True,Film Not in the English Language,roma,426426.0,Roma,7.666,3697.0,Released,2018-08-25,1140769.0,135.0,False,15000000.0,tt6155172,es,Roma,10.591,Drama,"Participant, Esperanto Filmoj","United Kingdom, United States of America","English, Spanish",2018.0,roma,both
2019,Film | Film Not in the English Language in 2019,Roma,"Alfonso Cuaron, Gabriela Rodriguez",True,Film Not in the English Language,roma,1322196.0,RoMa,0.0,0.0,Released,2024-07-15,0.0,0.0,False,0.0,,pt,RoMa,1.4,Drama,,Brazil,Portuguese,2024.0,roma,both
2019,Film | Film Not in the English Language in 2019,Capernaum,"Nadine Labaki, Khaled Mouzanar",False,Film Not in the English Language,capernaum,517814.0,Capernaum,8.178,1530.0,Released,2018-09-20,64978931.0,126.0,False,4000000.0,tt8267604,ar,کفرناحوم,17.635,Drama,"Boo Pictures, Mooz Films, Cedrus Invest Bank, Clandestino Filmes, DFI, KNM Films, Les Films des Tournelles, Louverture Films, Open City Films, Sunnyland Film, The Bridge Production","Cyprus, France, Lebanon, Qatar, United Kingdom","Amharic, Arabic",2018.0,capernaum,both
2019,Film | Film Not in the English Language in 2019,Cold War,"Pawel Pawlikowski, Tanya Seghatchian, Ewa Puszczynska",False,Film Not in the English Language,coldwar,440298.0,Cold War,7.477,1370.0,Released,2018-06-08,18754051.0,88.0,False,4954500.0,tt6543652,pl,Zimna wojna,10.183,"Drama, Romance, War, Music","Protagonist Pictures, Opus Film, MK2 Films, Film4 Productions, ARTE, BFI, CNC","France, Poland, United Kingdom","German, Croatian, French, Italian, Polish, Russian",2018.0,coldwar,both
2019,Film | Film Not in the English Language in 2019,Dogman,Matteo Garrone,False,Film Not in the English Language,dogman,483184.0,Dogman,7.567,2045.0,Released,2018-05-17,5080147.0,103.0,False,0.0,tt6768578,it,Dogman,8.707,"Crime, Drama, Thriller","Archimede, Le Pacte, RAI",Italy,Italian,2018.0,dogman,both
2019,Film | Film Not in the English Language in 2019,Dogman,Matteo Garrone,False,Film Not in the English Language,dogman,944401.0,DogMan,7.353,17.0,Released,2023-09-27,0.0,114.0,False,22700000.0,tt17009348,fr,DogMan,18.199,"Action, Drama, Crime","LBP, EuropaCorp, TF1 Films Production, Kinology",France,"English, French",2023.0,dogman,both
2019,Film | Film Not in the English Language in 2019,Dogman,Matteo Garrone,False,Film Not in the English Language,dogman,1129705.0,Dog Man,2.0,1.0,Released,2023-05-20,0.0,6.0,False,0.0,tt27729769,en,Dog Man,0.6,Drama,,,English,2023.0,dogman,both
2019,Film | Film Not in the English Language in 2019,Shoplifters,"Hirokazu Kore-eda, Kaoru Matsuzaki",False,Film Not in the English Language,shoplifters,505192.0,Shoplifters,7.868,1836.0,Released,2018-06-02,0.0,120.0,False,0.0,tt8075192,ja,万引き家族,22.183,"Drama, Crime, Thriller","Fuji Television Network, AOI Pro., BUN-BUKU, GAGA Corporation",Japan,Japanese,2018.0,shoplifters,both
2019,Film | Leading Actor in 2019,Rami Malek,Bohemian Rhapsody,True,Leading Actor,ramimalek,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actor in 2019,Bradley Cooper,A Star Is Born,False,Leading Actor,bradleycooper,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actor in 2019,Christian Bale,Vice,False,Leading Actor,christianbale,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actor in 2019,Steve Coogan,Stan & Ollie,False,Leading Actor,stevecoogan,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actor in 2019,Viggo Mortensen,Green Book,False,Leading Actor,viggomortensen,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actress in 2019,Olivia Colman,The Favourite,True,Leading Actress,oliviacolman,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actress in 2019,Glenn Close,The Wife,False,Leading Actress,glennclose,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actress in 2019,Lady Gaga,A Star Is Born,False,Leading Actress,ladygaga,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actress in 2019,Melissa McCarthy,Can You Ever Forgive Me?,False,Leading Actress,melissamccarthy,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Leading Actress in 2019,Viola Davis,Widows,False,Leading Actress,violadavis,,,,,,,,,,,,,,,,,,,,,left_only
2019,Film | Make Up and Hair in 2019,The Favourite,Nadia Stacey,True,Make Up and Hair,thefavourite,375262.0,The Favourite,7.537,4855.0,Released,2018-11-23,95918706.0,119.0,False,15000000.0,tt5083738,en,The Favourite,18.954,"Drama, Comedy, Thriller","Waypoint Entertainment, Element Pictures, Scarlet Films, Film4 Productions","Ireland, United Kingdom, United States of America",English,2018.0,thefavourite,both
2019,Film | Make Up and Hair in 2019,Bohemian Rhapsody,"Mark Coulier, Jan Sewell",False,Make Up and Hair,bohemianrhapsody,424694.0,Bohemian Rhapsody,7.997,15965.0,Released,2018-10-24,903992901.0,135.0,False,52000000.0,tt1727824,en,Bohemian Rhapsody,37.55,"Music, Drama, History","GK Films, Regency Enterprises, Queen Films, Tribeca Productions, New Regency Pictures, 20th Century Fox","United Kingdom, United States of America",English,2018.0,bohemianrhapsody,both
2019,Film | Make Up and Hair in 2019,Mary Queen of Scots,Jenny Shircore,False,Make Up and Hair,maryqueenofscots,457136.0,Mary Queen of Scots,6.6,1675.0,Released,2018-12-07,37807625.0,124.0,False,25000000.0,tt2328900,en,Mary Queen of Scots,13.526,"Drama, History","Focus Features, Working Title Films, Perfect World Pictures, 3dot Productions","United Kingdom, United States of America","English, French, Gaelic, Latin",2018.0,maryqueenofscots,both
2019,Film | Make Up and Hair in 2019,Stan & Ollie,"Mark Coulier, Jeremy Woodhead, Josh Weston",False,Make Up and Hair,stanollie,394741.0,Stan & Ollie,6.974,960.0,Released,2018-12-28,24420923.0,98.0,False,10000000.0,tt3385524,en,Stan & Ollie,10.078,"Comedy, Drama","Fable Pictures, Entertainment One, Baby Cow Productions, Sonesta Films, BBC Film, Laurel and Hardy Feature Productions, Sony Pictures Classics, Entertainment One Features","Canada, United Kingdom, United States of America",English,2018.0,stanollie,both
2019,Film | Make Up and Hair in 2019,Vice,"Kate Biscoe, Greg Cannom, Patricia DeHaney, Chris Gallaher",False,Make Up and Hair,vice,429197.0,Vice,7.051,3086.0,Released,2018-12-25,76073488.0,132.0,False,60000000.0,tt6266538,en,Vice,10.687,"Comedy, Drama","Plan B Entertainment, Gary Sanchez Productions, Annapurna Pictures",United States of America,English,2018.0,vice,both
2019,Film | Make Up and Hair in 2019,Vice,"Kate Biscoe, Greg Cannom, Patricia DeHaney, Chris Gallaher",False,Make Up and Hair,vice,1250973.0,V.I.C.E.,0.0,0.0,Released,1991-02-27,0.0,81.0,True,0.0,,en,V.I.C.E.,0.0,,Arrow Productions,,,1991.0,vice,both
2019,Film | Original Music in 2019,A Star Is Born,"Bradley Cooper, Lady Gaga, Lukas Nelson",True,Original Music,astarisborn,332562.0,A Star Is Born,7.503,11079.0,Released,2018-10-03,433888866.0,136.0,False,36000000.0,tt1517451,en,A Star Is Born,27.891,"Music, Drama, Romance","Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions",United States of America,English,2018.0,astarisborn,both
2019,Film | Original Music in 2019,BlacKkKlansman,Terence Blanchard,False,Original Music,blackkklansman,487558.0,BlacKkKlansman,7.521,7037.0,Released,2018-08-09,93411426.0,136.0,False,15000000.0,tt7349662,en,BlacKkKlansman,16.735,"Comedy, Crime, Drama","Legendary Pictures, Perfect World Pictures, Monkeypaw Productions, Blumhouse Productions, QC Entertainment, 40 Acres and a Mule Filmworks",United States of America,English,2018.0,blackkklansman,both
2019,Film | Original Music in 2019,If Beale Street Could Talk,Nicholas Britell,False,Original Music,ifbealestreetcouldtalk,465914.0,If Beale Street Could Talk,6.961,1058.0,Released,2018-12-14,20572691.0,120.0,False,12000000.0,tt7125860,en,If Beale Street Could Talk,10.354,"Romance, Drama","Annapurna Pictures, Plan B Entertainment, PASTEL, Stage 6 Films",United States of America,English,2018.0,ifbealestreetcouldtalk,both
2019,Film | Original Music in 2019,Isle of Dogs,Alexandre Desplat,False,Original Music,isleofdogs,399174.0,Isle of Dogs,7.857,4427.0,Released,2018-03-23,64337744.0,101.0,False,62770198.0,tt5104604,en,Isle of Dogs,18.059,"Adventure, Comedy, Animation","Studio Babelsberg, American Empirical Pictures, Indian Paintbrush, Scott Rudin Productions","Germany, United States of America","English, Japanese",2018.0,isleofdogs,both
2019,Film | Original Music in 2019,Mary Poppins Returns,Marc Shaiman,False,Original Music,marypoppinsreturns,400650.0,Mary Poppins Returns,6.5,3101.0,Released,2018-12-13,348807090.0,131.0,False,130000000.0,tt5028340,en,Mary Poppins Returns,17.19,"Fantasy, Family, Comedy","Walt Disney Pictures, Marc Platt Productions, Lucamar Productions",United States of America,English,2018.0,marypoppinsreturns,both
